# Name: PhysicalDice1
# PositionX.PositionY.PositionZ.RotationX.RotationY.RotationZ.RotationW
42,8.102.-66,9.0,3189003.-0,1892394.0,06514187.0,9264165
69,67722.52,5669.-133,4885.2,264034E-09.-0,2063317.-5,069698E-08.0,9784822
69,67722.52,5669.-133,4885.2,264034E-09.-0,2063317.-5,069698E-08.0,9784822
69,67722.52,5669.-133,4885.2,264034E-09.-0,2063317.-5,069698E-08.0,9784822
69,67722.52,5669.-133,4885.2,264034E-09.-0,2063317.-5,069698E-08.0,9784822
69,67722.52,5669.-133,4885.2,264034E-09.-0,2063317.-5,069698E-08.0,9784822
69,67722.52,5669.-133,4885.2,264034E-09.-0,2063317.-5,069698E-08.0,9784822
69,67722.52,5669.-133,4885.2,264034E-09.-0,2063317.-5,069698E-08.0,9784822
69,67722.52,5669.-133,4885.2,264034E-09.-0,2063317.-5,069698E-08.0,9784822
69,67722.52,5669.-133,4885.2,264034E-09.-0,2063317.-5,069698E-08.0,9784822
69,67722.52,5669.-133,4885.2,264034E-09.-0,2063317.-5,069698E-08.0,9784822
69,67722.52,5669.-133,4885.2,264034E-09.-0,2063317.-5,069698E-08.0,9784822
69,67722.52,5669.-133,4885.2,264034E-09.-0,2063317.-5,069698E-08.0,9784822
69,67722.52,5669.-133,4885.2,264034E-09.-0,2063317.-5,069698E-08.0,9784822
69,67722.52,5669.-133,4885.2,264034E-09.-0,2063317.-5,069698E-08.0,9784822
69,67722.52,5669.-133,4885.2,264034E-09.-0,2063317.-5,069698E-08.0,9784822
69,67722.52,5669.-133,4885.2,264034E-09.-0,2063317.-5,069698E-08.0,9784822
69,67722.52,5669.-133,4885.2,264034E-09.-0,2063317.-5,069698E-08.0,9784822
69,67722.52,5669.-133,4885.2,264034E-09.-0,2063317.-5,069698E-08.0,9784822
69,67722.52,5669.-133,4885.2,264034E-09.-0,2063317.-5,069698E-08.0,9784822
69,67722.52,5669.-133,4885.2,264034E-09.-0,2063317.-5,069698E-08.0,9784822
69,67722.52,5669.-133,4885.2,264034E-09.-0,2063317.-5,069698E-08.0,9784822
69,67722.52,5669.-133,4885.2,264034E-09.-0,2063317.-5,069698E-08.0,9784822
69,67722.52,5669.-133,4885.2,264034E-09.-0,2063317.-5,069698E-08.0,9784822
69,67722.52,5669.-133,4885.2,264034E-09.-0,2063317.-5,069698E-08.0,9784822
69,67722.52,5669.-133,4885.2,264034E-09.-0,2063317.-5,069698E-08.0,9784822
69,67722.52,5669.-133,4885.2,264034E-09.-0,2063317.-5,069698E-08.0,9784822
69,67722.52,5669.-133,4885.2,264034E-09.-0,2063317.-5,069698E-08.0,9784822
69,67722.52,5669.-133,4885.2,264034E-09.-0,2063317.-5,069698E-08.0,9784822
69,67722.52,5669.-133,4885.2,264034E-09.-0,2063317.-5,069698E-08.0,9784822
69,67722.52,5669.-133,4885.2,264034E-09.-0,2063317.-5,069698E-08.0,9784822
69,67722.52,5669.-133,4885.2,264034E-09.-0,2063317.-5,069698E-08.0,9784822
69,67722.52,5669.-133,4885.2,264034E-09.-0,2063317.-5,069698E-08.0,9784822
69,67722.52,5669.-133,4885.2,264034E-09.-0,2063317.-5,069698E-08.0,9784822
69,67722.52,5669.-133,4885.2,264034E-09.-0,2063317.-5,069698E-08.0,9784822
69,67722.52,5669.-133,4885.2,264034E-09.-0,2063317.-5,069698E-08.0,9784822
69,67722.52,5669.-133,4885.2,264034E-09.-0,2063317.-5,069698E-08.0,9784822
69,67722.52,5669.-133,4885.2,264034E-09.-0,2063317.-5,069698E-08.0,9784822
69,67722.52,5669.-133,4885.2,264034E-09.-0,2063317.-5,069698E-08.0,9784822
69,67722.52,5669.-133,4885.2,264034E-09.-0,2063317.-5,069698E-08.0,9784822
69,67722.52,5669.-133,4885.2,264034E-09.-0,2063317.-5,069698E-08.0,9784822
69,67722.52,5669.-133,4885.2,264034E-09.-0,2063317.-5,069698E-08.0,9784822
69,67722.52,5669.-133,4885.2,264034E-09.-0,2063317.-5,069698E-08.0,9784822
69,67722.52,5669.-133,4885.2,264034E-09.-0,2063317.-5,069698E-08.0,9784822
69,67722.52,5669.-133,4885.2,264034E-09.-0,2063317.-5,069698E-08.0,9784822
69,67722.52,5669.-133,4885.2,264034E-09.-0,2063317.-5,069698E-08.0,9784822
69,67722.52,5669.-133,4885.2,264034E-09.-0,2063317.-5,069698E-08.0,9784822
69,67722.52,5669.-133,4885.2,264034E-09.-0,2063317.-5,069698E-08.0,9784822
69,67722.52,5669.-133,4885.2,264034E-09.-0,2063317.-5,069698E-08.0,9784822
69,67722.52,5669.-133,4885.2,264034E-09.-0,2063317.-5,069698E-08.0,9784822
69,67722.52,5669.-133,4885.2,264034E-09.-0,2063317.-5,069698E-08.0,9784822
69,67722.52,5669.-133,4885.2,264034E-09.-0,2063317.-5,069698E-08.0,9784822
69,67722.52,5669.-133,4885.2,264034E-09.-0,2063317.-5,069698E-08.0,9784822
69,67722.52,5669.-133,4885.2,264034E-09.-0,2063317.-5,069698E-08.0,9784822
69,67722.52,5669.-133,4885.2,264034E-09.-0,2063317.-5,069698E-08.0,9784822
69,67722.52,5669.-133,4885.2,264034E-09.-0,2063317.-5,069698E-08.0,9784822
69,67722.52,5669.-133,4885.2,264034E-09.-0,2063317.-5,069698E-08.0,9784822
69,67722.52,5669.-133,4885.2,264034E-09.-0,2063317.-5,069698E-08.0,9784822
69,67722.52,5669.-133,4885.2,264034E-09.-0,2063317.-5,069698E-08.0,9784822
69,67722.52,5669.-133,4885.2,264034E-09.-0,2063317.-5,069698E-08.0,9784822
69,67722.52,5669.-133,4885.2,264034E-09.-0,2063317.-5,069698E-08.0,9784822
69,67722.52,5669.-133,4885.2,264034E-09.-0,2063317.-5,069698E-08.0,9784822
69,67722.52,5669.-133,4885.2,264034E-09.-0,2063317.-5,069698E-08.0,9784822
69,67722.52,5669.-133,4885.2,264034E-09.-0,2063317.-5,069698E-08.0,9784822
69,67722.52,5669.-133,4885.2,264034E-09.-0,2063317.-5,069698E-08.0,9784822
69,67722.52,5669.-133,4885.2,264034E-09.-0,2063317.-5,069698E-08.0,9784822
69,67722.52,5669.-133,4885.2,264034E-09.-0,2063317.-5,069698E-08.0,9784822
69,67722.52,5669.-133,4885.2,264034E-09.-0,2063317.-5,069698E-08.0,9784822
69,67722.52,5669.-133,4885.2,264034E-09.-0,2063317.-5,069698E-08.0,9784822
69,67722.52,5669.-133,4885.2,264034E-09.-0,2063317.-5,069698E-08.0,9784822
69,67722.52,5669.-133,4885.2,264034E-09.-0,2063317.-5,069698E-08.0,9784822
69,67722.52,5669.-133,4885.2,264034E-09.-0,2063317.-5,069698E-08.0,9784822
69,67722.52,5669.-133,4885.2,264034E-09.-0,2063317.-5,069698E-08.0,9784822
69,67722.52,5669.-133,4885.2,264034E-09.-0,2063317.-5,069698E-08.0,9784822
69,67722.52,5669.-133,4885.2,264034E-09.-0,2063317.-5,069698E-08.0,9784822
69,67722.52,5669.-133,4885.2,264034E-09.-0,2063317.-5,069698E-08.0,9784822
69,67722.52,5669.-133,4885.2,264034E-09.-0,2063317.-5,069698E-08.0,9784822
69,67722.52,5669.-133,4885.2,264034E-09.-0,2063317.-5,069698E-08.0,9784822
69,67722.52,5669.-133,4885.2,264034E-09.-0,2063317.-5,069698E-08.0,9784822
69,67722.52,5669.-133,4885.2,264034E-09.-0,2063317.-5,069698E-08.0,9784822
69,67722.52,5669.-133,4885.2,264034E-09.-0,2063317.-5,069698E-08.0,9784822
69,67722.52,5669.-133,4885.2,264034E-09.-0,2063317.-5,069698E-08.0,9784822
69,67722.52,5669.-133,4885.2,264034E-09.-0,2063317.-5,069698E-08.0,9784822
69,67722.52,5669.-133,4885.2,264034E-09.-0,2063317.-5,069698E-08.0,9784822
69,67722.52,5669.-133,4885.2,264034E-09.-0,2063317.-5,069698E-08.0,9784822
69,67722.52,5669.-133,4885.2,264034E-09.-0,2063317.-5,069698E-08.0,9784822
69,67722.52,5669.-133,4885.2,264034E-09.-0,2063317.-5,069698E-08.0,9784822
69,67722.52,5669.-133,4885.2,264034E-09.-0,2063317.-5,069698E-08.0,9784822
69,67722.52,5669.-133,4885.2,264034E-09.-0,2063317.-5,069698E-08.0,9784822
69,67722.52,5669.-133,4885.2,264034E-09.-0,2063317.-5,069698E-08.0,9784822
69,67722.52,5669.-133,4885.2,264034E-09.-0,2063317.-5,069698E-08.0,9784822
69,67722.52,5669.-133,4885.2,264034E-09.-0,2063317.-5,069698E-08.0,9784822
69,67722.52,5669.-133,4885.2,264034E-09.-0,2063317.-5,069698E-08.0,9784822
69,67722.52,5669.-133,4885.2,264034E-09.-0,2063317.-5,069698E-08.0,9784822
69,67722.52,5669.-133,4885.2,264034E-09.-0,2063317.-5,069698E-08.0,9784822
69,67722.52,5669.-133,4885.2,264034E-09.-0,2063317.-5,069698E-08.0,9784822
69,67722.52,5669.-133,4885.2,264034E-09.-0,2063317.-5,069698E-08.0,9784822
69,67722.52,5669.-133,4885.2,264034E-09.-0,2063317.-5,069698E-08.0,9784822
69,67722.52,5669.-133,4885.2,264034E-09.-0,2063317.-5,069698E-08.0,9784822
69,67722.52,5669.-133,4885.2,264034E-09.-0,2063317.-5,069698E-08.0,9784822
69,67722.52,5669.-133,4885.2,264034E-09.-0,2063317.-5,069698E-08.0,9784822
69,67722.52,5669.-133,4885.2,264034E-09.-0,2063317.-5,069698E-08.0,9784822
69,67722.52,5669.-133,4885.2,264034E-09.-0,2063317.-5,069698E-08.0,9784822
69,67722.52,5669.-133,4885.2,264034E-09.-0,2063317.-5,069698E-08.0,9784822
69,67722.52,5669.-133,4885.2,264034E-09.-0,2063317.-5,069698E-08.0,9784822
69,67722.52,5669.-133,4885.2,264034E-09.-0,2063317.-5,069698E-08.0,9784822
69,67722.52,5669.-133,4885.2,264034E-09.-0,2063317.-5,069698E-08.0,9784822
69,67722.52,5669.-133,4885.2,264034E-09.-0,2063317.-5,069698E-08.0,9784822
69,67722.52,5669.-133,4885.2,264034E-09.-0,2063317.-5,069698E-08.0,9784822
69,67722.52,5669.-133,4885.2,264034E-09.-0,2063317.-5,069698E-08.0,9784822
69,67722.52,5669.-133,4885.2,264034E-09.-0,2063317.-5,069698E-08.0,9784822
69,67722.52,5669.-133,4885.2,264034E-09.-0,2063317.-5,069698E-08.0,9784822
69,67722.52,5669.-133,4885.2,264034E-09.-0,2063317.-5,069698E-08.0,9784822
69,67722.52,5669.-133,4885.2,264034E-09.-0,2063317.-5,069698E-08.0,9784822
69,67722.52,5669.-133,4885.2,264034E-09.-0,2063317.-5,069698E-08.0,9784822
69,67722.52,5669.-133,4885.2,264034E-09.-0,2063317.-5,069698E-08.0,9784822
69,67722.52,5669.-133,4885.2,264034E-09.-0,2063317.-5,069698E-08.0,9784822
69,67722.52,5669.-133,4885.2,264034E-09.-0,2063317.-5,069698E-08.0,9784822
69,67722.52,5669.-133,4885.2,264034E-09.-0,2063317.-5,069698E-08.0,9784822
69,67722.52,5669.-133,4885.2,264034E-09.-0,2063317.-5,069698E-08.0,9784822
69,67722.52,5669.-133,4885.2,264034E-09.-0,2063317.-5,069698E-08.0,9784822
69,67722.52,5669.-133,4885.2,264034E-09.-0,2063317.-5,069698E-08.0,9784822
69,67722.52,5669.-133,4885.2,264034E-09.-0,2063317.-5,069698E-08.0,9784822
69,67722.52,5669.-133,4885.2,264034E-09.-0,2063317.-5,069698E-08.0,9784822
69,67722.52,5669.-133,4885.2,264034E-09.-0,2063317.-5,069698E-08.0,9784822
69,67722.52,5669.-133,4885.2,264034E-09.-0,2063317.-5,069698E-08.0,9784822
69,67722.52,5669.-133,4885.2,264034E-09.-0,2063317.-5,069698E-08.0,9784822
69,67722.52,5669.-133,4885.2,264034E-09.-0,2063317.-5,069698E-08.0,9784822
69,67722.52,5669.-133,4885.2,264034E-09.-0,2063317.-5,069698E-08.0,9784822
69,67722.52,5669.-133,4885.2,264034E-09.-0,2063317.-5,069698E-08.0,9784822
69,67722.52,5669.-133,4885.2,264034E-09.-0,2063317.-5,069698E-08.0,9784822
69,67722.52,5669.-133,4885.2,264034E-09.-0,2063317.-5,069698E-08.0,9784822
69,67722.52,5669.-133,4885.2,264034E-09.-0,2063317.-5,069698E-08.0,9784822
69,67722.52,5669.-133,4885.2,264034E-09.-0,2063317.-5,069698E-08.0,9784822
69,67722.52,5669.-133,4885.2,264034E-09.-0,2063317.-5,069698E-08.0,9784822
69,67722.52,5669.-133,4885.2,264034E-09.-0,2063317.-5,069698E-08.0,9784822
69,67722.52,5669.-133,4885.2,264034E-09.-0,2063317.-5,069698E-08.0,9784822
69,67722.52,5669.-133,4885.2,264034E-09.-0,2063317.-5,069698E-08.0,9784822
69,67722.52,5669.-133,4885.2,264034E-09.-0,2063317.-5,069698E-08.0,9784822
69,67722.52,5669.-133,4885.2,264034E-09.-0,2063317.-5,069698E-08.0,9784822
69,67722.52,5669.-133,4885.2,264034E-09.-0,2063317.-5,069698E-08.0,9784822
69,67722.52,5669.-133,4885.2,264034E-09.-0,2063317.-5,069698E-08.0,9784822
69,67722.52,5669.-133,4885.2,264034E-09.-0,2063317.-5,069698E-08.0,9784822
69,67722.52,5669.-133,4885.2,264034E-09.-0,2063317.-5,069698E-08.0,9784822
69,67722.52,5669.-133,4885.2,264034E-09.-0,2063317.-5,069698E-08.0,9784822
69,67722.52,5669.-133,4885.2,264034E-09.-0,2063317.-5,069698E-08.0,9784822
69,67722.52,5669.-133,4885.2,264034E-09.-0,2063317.-5,069698E-08.0,9784822
69,67722.52,5669.-133,4885.2,264034E-09.-0,2063317.-5,069698E-08.0,9784822
69,67722.52,5669.-133,4885.2,264034E-09.-0,2063317.-5,069698E-08.0,9784822
69,67722.52,5669.-133,4885.2,264034E-09.-0,2063317.-5,069698E-08.0,9784822
69,67722.52,5669.-133,4885.2,264034E-09.-0,2063317.-5,069698E-08.0,9784822
69,67722.52,5669.-133,4885.2,264034E-09.-0,2063317.-5,069698E-08.0,9784822
69,67722.52,5669.-133,4885.2,264034E-09.-0,2063317.-5,069698E-08.0,9784822
69,67722.52,5669.-133,4885.2,264034E-09.-0,2063317.-5,069698E-08.0,9784822
69,67722.52,5669.-133,4885.2,264034E-09.-0,2063317.-5,069698E-08.0,9784822
69,67722.52,5669.-133,4885.2,264034E-09.-0,2063317.-5,069698E-08.0,9784822
69,67722.52,5669.-133,4885.2,264034E-09.-0,2063317.-5,069698E-08.0,9784822
69,67722.52,5669.-133,4885.2,264034E-09.-0,2063317.-5,069698E-08.0,9784822
69,67722.52,5669.-133,4885.2,264034E-09.-0,2063317.-5,069698E-08.0,9784822
69,67722.52,5669.-133,4885.2,264034E-09.-0,2063317.-5,069698E-08.0,9784822
69,67722.52,5669.-133,4885.2,264034E-09.-0,2063317.-5,069698E-08.0,9784822
69,67722.52,5669.-133,4885.2,264034E-09.-0,2063317.-5,069698E-08.0,9784822
69,67722.52,5669.-133,4885.2,264034E-09.-0,2063317.-5,069698E-08.0,9784822
69,67722.52,5669.-133,4885.2,264034E-09.-0,2063317.-5,069698E-08.0,9784822
69,67722.52,5669.-133,4885.2,264034E-09.-0,2063317.-5,069698E-08.0,9784822
69,67722.52,5669.-133,4885.2,264034E-09.-0,2063317.-5,069698E-08.0,9784822
69,67722.52,5669.-133,4885.2,264034E-09.-0,2063317.-5,069698E-08.0,9784822
69,67722.52,5669.-133,4885.2,264034E-09.-0,2063317.-5,069698E-08.0,9784822
69,67722.52,5669.-133,4885.2,264034E-09.-0,2063317.-5,069698E-08.0,9784822
69,67722.52,5669.-133,4885.2,264034E-09.-0,2063317.-5,069698E-08.0,9784822
69,67722.52,5669.-133,4885.2,264034E-09.-0,2063317.-5,069698E-08.0,9784822
69,67722.52,5669.-133,4885.2,264034E-09.-0,2063317.-5,069698E-08.0,9784822
69,67722.52,5669.-133,4885.2,264034E-09.-0,2063317.-5,069698E-08.0,9784822
69,67722.52,5669.-133,4885.2,264034E-09.-0,2063317.-5,069698E-08.0,9784822
69,67722.52,5669.-133,4885.2,264034E-09.-0,2063317.-5,069698E-08.0,9784822
69,67722.52,5669.-133,4885.2,264034E-09.-0,2063317.-5,069698E-08.0,9784822
69,67722.52,5669.-133,4885.2,264034E-09.-0,2063317.-5,069698E-08.0,9784822
69,67722.52,5669.-133,4885.2,264034E-09.-0,2063317.-5,069698E-08.0,9784822
69,67722.52,5669.-133,4885.2,264034E-09.-0,2063317.-5,069698E-08.0,9784822
69,67722.52,5669.-133,4885.2,264034E-09.-0,2063317.-5,069698E-08.0,9784822
69,67722.52,5669.-133,4885.2,264034E-09.-0,2063317.-5,069698E-08.0,9784822
69,67722.52,5669.-133,4885.2,264034E-09.-0,2063317.-5,069698E-08.0,9784822
69,67722.52,5669.-133,4885.2,264034E-09.-0,2063317.-5,069698E-08.0,9784822
69,67722.52,5669.-133,4885.2,264034E-09.-0,2063317.-5,069698E-08.0,9784822
69,67722.52,5669.-133,4885.2,264034E-09.-0,2063317.-5,069698E-08.0,9784822
69,67722.52,5669.-133,4885.2,264034E-09.-0,2063317.-5,069698E-08.0,9784822
69,67722.52,5669.-133,4885.2,264034E-09.-0,2063317.-5,069698E-08.0,9784822
69,67722.52,5669.-133,4885.2,264034E-09.-0,2063317.-5,069698E-08.0,9784822
69,67722.52,5669.-133,4885.2,264034E-09.-0,2063317.-5,069698E-08.0,9784822
69,67722.52,5669.-133,4885.2,264034E-09.-0,2063317.-5,069698E-08.0,9784822
69,67722.52,5669.-133,4885.2,264034E-09.-0,2063317.-5,069698E-08.0,9784822
69,67722.52,5669.-133,4885.2,264034E-09.-0,2063317.-5,069698E-08.0,9784822
69,67722.52,5669.-133,4885.2,264034E-09.-0,2063317.-5,069698E-08.0,9784822
69,67722.52,5669.-133,4885.2,264034E-09.-0,2063317.-5,069698E-08.0,9784822
69,67722.52,5669.-133,4885.2,264034E-09.-0,2063317.-5,069698E-08.0,9784822
69,67722.52,5669.-133,4885.2,264034E-09.-0,2063317.-5,069698E-08.0,9784822
69,67722.52,5669.-133,4885.2,264034E-09.-0,2063317.-5,069698E-08.0,9784822
69,67722.52,5669.-133,4885.2,264034E-09.-0,2063317.-5,069698E-08.0,9784822
69,67722.52,5669.-133,4885.2,264034E-09.-0,2063317.-5,069698E-08.0,9784822
69,67722.52,5669.-133,4885.2,264034E-09.-0,2063317.-5,069698E-08.0,9784822
69,67722.52,5669.-133,4885.2,264034E-09.-0,2063317.-5,069698E-08.0,9784822
69,67722.52,5669.-133,4885.2,264034E-09.-0,2063317.-5,069698E-08.0,9784822

# Name: PhysicalDice1 (1)
# PositionX.PositionY.PositionZ.RotationX.RotationY.RotationZ.RotationW
42,8.102.-66,9.0,3189003.-0,1892394.0,06514187.0,9264165
42,71531.101,8148.-66,695.0,3198795.-0,1899186.0,06507917.0,9259443
42,62394.101,5975.-66,48515.0,3199149.-0,1899354.0,06506933.0,9259292
42,53123.101,3614.-66,27779.0,3198756.-0,1899069.0,06507665.0,9259481
42,43764.101,1083.-66,07179.0,3196844.-0,1897964.0,06508519.0,9260363
42,34562.100,8415.-65,86284.0,3195468.-0,1897366.0,06508405.0,9260961
42,25394.100,5591.-65,65339.0,3194303.-0,1896902.0,065076.0,9261463
42,16235.100,2608.-65,44383.0,3193203.-0,1896472.0,06506778.0,9261937
42,07078.99,94653.-65,23421.0,3192152.-0,1896067.0,06505948.0,9262387
41,97923.99,61631.-65,02457.0,3191147.-0,1895685.0,06505113.0,9262819
41,88769.99,27013.-64,81488.0,3190188.-0,1895326.0,06504276.0,9263228
41,79617.98,90797.-64,60516.0,3189273.-0,189499.0,0650343.0,9263617
41,70466.98,52985.-64,39542.0,3188407.-0,1894677.0,06502572.0,9263986
41,61316.98,13574.-64,18564.0,3187588.-0,1894389.0,06501711.0,9264333
41,52168.97,72566.-63,97584.0,3186816.-0,1894124.0,06500845.0,9264658
41,4302.97,2996.-63,76602.0,3186095.-0,1893885.0,06499965.0,9264961
41,33873.96,85755.-63,55618.0,3185423.-0,189367.0,06499078.0,9265243
41,24727.96,39951.-63,34633.0,3184802.-0,1893481.0,06498186.0,9265501
41,15582.95,92549.-63,13647.0,3184232.-0,1893318.0,06497278.0,9265737
41,06437.95,43547.-62,92659.0,3183713.-0,189318.0,06496365.0,9265949
40,97292.94,92946.-62,71671.0,3183247.-0,1893069.0,06495443.0,9266139
40,88148.94,40745.-62,50683.0,3182832.-0,1892984.0,06494513.0,9266305
40,79004.93,86945.-62,29694.0,3182469.-0,1892925.0,06493567.0,9266449
40,6986.93,31544.-62,08706.0,318216.-0,1892893.0,06492615.0,9266567
40,60716.92,74542.-61,87717.0,3181902.-0,1892887.0,06491648.0,9266664
40,51572.92,1594.-61,66729.0,3181698.-0,1892908.0,0649067.0,9266738
40,42356.91,55587.-61,45775.0,3180435.-0,1892386.0,06489195.0,9267288
40,33236.90,93745.-61,24691.0,3179806.-0,1892403.0,06487481.0,9267511
40,24132.90,30317.-61,03585.0,3179334.-0,1892537.0,06485605.0,9267659
40,15032.89,65289.-60,82477.0,3178915.-0,1892703.0,06483688.0,9267783
40,05931.88,98659.-60,61371.0,3178523.-0,1892876.0,0648175.0,9267895
39,96829.88,30424.-60,40268.0,3178159.-0,1893054.0,06479838.0,9267997
39,87724.87,60587.-60,19168.0,3177821.-0,1893236.0,06477947.0,9268089
39,78618.86,89147.-59,98072.0,3177509.-0,1893422.0,06476084.0,9268171
39,6951.86,16104.-59,76978.0,3177223.-0,1893612.0,06474252.0,9268243
39,60415.85,4144.-59,55859.0,3176783.-0,189337.0,06473181.0,9268451
39,51284.84,65206.-59,34689.0,3176033.-0,1893547.0,06470641.0,9268689
39,42163.83,87377.-59,13509.0,31756.-0,1893913.0,06467815.0,9268783
39,3303.83,07953.-58,9233.0,3175218.-0,1894257.0,06465232.0,9268861
39,23896.82,26927.-58,71154.0,3174843.-0,1894587.0,06462714.0,926894
39,14759.81,44299.-58,49981.0,3174472.-0,1894907.0,06460252.0,9269019
39,05621.80,6007.-58,2881.0,3174104.-0,1895216.0,06457843.0,9269099
38,96482.79,74239.-58,07642.0,3173738.-0,1895512.0,06455491.0,926918
38,87342.78,86807.-57,86476.0,3173374.-0,1895796.0,06453194.0,9269263
38,78199.77,97773.-57,65313.0,3173009.-0,1896067.0,06450947.0,9269348
38,69056.77,07138.-57,44151.0,3172643.-0,1896324.0,06448758.0,9269436
38,59912.76,14902.-57,22992.0,3172274.-0,1896566.0,06446621.0,9269527
38,50767.75,21064.-57,01835.0,3171902.-0,1896794.0,06444544.0,9269623
38,41621.74,25625.-56,8068.0,3171525.-0,1897007.0,06442517.0,9269722
38,32475.73,28585.-56,59527.0,3171142.-0,1897204.0,06440553.0,9269826
38,23327.72,29944.-56,38377.0,3170752.-0,1897384.0,06438649.0,9269936
38,1418.71,29702.-56,17227.0,3170354.-0,1897549.0,06436801.0,9270051
38,05032.70,27859.-55,9608.0,3169948.-0,1897696.0,06435014.0,9270173
37,95883.69,24416.-55,74934.0,3169532.-0,1897826.0,06433285.0,92703
37,86734.68,19373.-55,53789.0,3169104.-0,1897939.0,06431615.0,9270435
37,77586.67,12728.-55,32645.0,3168666.-0,1898033.0,06429999.0,9270576
37,68437.66,04483.-55,11503.0,3168214.-0,189811.0,06428439.0,9270725
37,59288.64,94638.-54,90362.0,316775.-0,1898168.0,0642694.0,9270883
37,5014.63,83193.-54,69221.0,3167272.-0,1898209.0,06425505.0,9271048
37,40992.62,70148.-54,48082.0,3166779.-0,1898229.0,06424113.0,9271221
37,31844.61,55502.-54,26943.0,3166271.-0,1898232.0,06422783.0,9271404
37,22697.60,39257.-54,05804.0,3165747.-0,1898215.0,06421509.0,9271595
37,13551.59,21413.-53,84665.0,3165207.-0,189818.0,06420294.0,9271795
37,04406.58,01969.-53,63527.0,316465.-0,1898125.0,06419133.0,9272004
36,99207.58,13601.-53,596.0,3169399.-0,187394.0,0639805.0,9275447
36,98144.58,17076.-53,58385.0,3170561.-0,1857877.0,0634081.0,9278674
36,97195.58,18726.-53,57979.0,3171908.-0,1848567.0,06312387.0,9280266
36,97388.58,19386.-53,60371.0,3167732.-0,184784.0,06320186.0,9281784
36,98941.58,19016.-53,65614.0,3154601.-0,1843071.0,06280413.0,9287472
37,01308.58,18282.-53,72382.0,313827.-0,184311.0,06254131.0,9293174
37,04128.58,17355.-53,79764.0,3119539.-0,1844842.0,06225204.0,9299328
37,07364.58,16246.-53,87632.0,3099216.-0,1846978.0,06189082.0,9305938
37,10928.58,14976.-53,95938.0,3077652.-0,1849144.0,06146628.0,9312944
37,14736.58,13562.-54,04654.0,3054986.-0,1851253.0,06099594.0,9320294
37,18725.58,12015.-54,13765.0,3031274.-0,1853304.0,06049493.0,9327952
37,22853.58,10335.-54,23268.0,3006537.-0,1855305.0,05997432.0,9335893
37,27103.58,08526.-54,33157.0,2980783.-0,1857269.0,05943904.0,93441
37,31192.58,06608.-54,43547.0,2954309.-0,1858035.0,05891713.0,9352682
37,35473.58,0454.-54,54246.0,2926831.-0,1857349.0,05826541.0,9361861
37,39937.58,02329.-54,65318.0,2898436.-0,1858215.0,0576791.0,9370882
37,44571.57,99968.-54,76717.0,2868832.-0,1859764.0,0570961.0,9380037
37,49415.57,97422.-54,88517.0,2838005.-0,186158.0,05648905.0,9389417
37,54443.57,9467.-55,00656.0,2806178.-0,1863367.0,05584663.0,9399008
37,59629.57,9173.-55,13119.0,2773055.-0,1865032.0,05516207.0,9408908
37,64937.57,88548.-55,25886.0,2738464.-0,1866336.0,05442341.0,9419205
37,70337.57,85112.-55,39041.0,2702921.-0,1866994.0,05363049.0,942979
37,75803.57,81464.-55,52462.0,2665301.-0,186783.0,05282249.0,9440781
37,81319.57,7751.-55,66086.0,2625405.-0,186894.0,05198492.0,9452199
37,86916.57,73231.-55,79978.0,2583866.-0,1870237.0,05112551.0,9463851
37,92614.57,68634.-55,94169.0,2540804.-0,1871656.0,05024415.0,9475693
37,98441.57,63765.-56,08685.0,2497053.-0,1873272.0,04936073.0,9487463
38,04346.57,58634.-56,234.0,2452406.-0,1875588.0,0484923.0,949909
38,10632.57,53551.-56,38964.0,2411548.-0,187738.0,047697.0,9509595
38,17051.57,48415.-56,54766.0,2368914.-0,1879471.0,04687834.0,9520299
38,2366.57,43058.-56,70926.0,2325699.-0,1881731.0,04604436.0,9530908
38,30428.57,37421.-56,87331.0,2280978.-0,1884245.0,04517923.0,9541628
38,37236.57,31473.-57,03888.0,2234129.-0,188618.0,04422111.0,9552771
38,44206.57,25101.-57,20788.0,2187109.-0,1888457.0,04329047.0,9563623
38,51308.57,18517.-57,38047.0,2139542.-0,1890431.0,04234117.0,9574412
38,58522.57,11667.-57,55639.0,2091145.-0,1892109.0,04136419.0,9585195
38,65834.57,04504.-57,73498.0,2041499.-0,1893943.0,04037366.0,9595951
38,73196.56,96951.-57,9154.0,1990255.-0,1895471.0,03932621.0,9606843
38,80691.56,89011.-58,09929.0,1938389.-0,1897294.0,03829797.0,9617497
38,88295.56,80711.-58,28582.0,1885424.-0,1899286.0,0372622.0,9628034
38,96024.56,72024.-58,47496.0,1831361.-0,1901352.0,03620631.0,9638459
39,03886.56,62933.-58,66669.0,1776198.-0,1903429.0,03512412.0,9648768
39,11819.56,53406.-58,8606.0,1719702.-0,1905064.0,03398176.0,9659083
39,19864.56,43447.-59,05797.0,1662278.-0,1906893.0,03285332.0,966916
39,28025.56,33066.-59,25829.0,1603595.-0,1908797.0,0317098.0,9679072
39,36314.56,22207.-59,4612.0,1543676.-0,1910742.0,03054218.0,96888
39,44692.56,10821.-59,66605.0,1482436.-0,191247.0,02932537.0,9698395
39,53196.55,98927.-59,87385.0,1420127.-0,1914303.0,02810353.0,9707714
39,61824.55,86518.-60,08425.0,1356515.-0,1916179.0,02685833.0,971679
